sq,batch,sk,kv_bytes,compact_physical_span,baseline_ms,schedule_only_ms,compact_ms,compact_vs_baseline,schedule_vs_baseline,compact_vs_schedule
128,32,65536,2415919104,2415919104,125.17694473266602,123.99101638793945,131.0186996459961,0.9554128156582677,1.0095646312069584,0.9463612196041864
128,32,131072,4831838208,4831838208,250.97335052490234,247.18429565429688,260.15867614746094,0.9646933719121777,1.015328865697458,0.9501289724974998
128,32,262144,9663676416,9663676416,503.63612365722656,493.955078125,518.0255126953125,0.972222624783059,1.0195990404005457,0.9535342681385076
128,32,524288,19327352832,19327352832,1008.6382446289062,989.8798522949219,1035.1708374023438,0.9743688753442684,1.0189501708621458,0.9562478158474064
128,32,932032,34358427648,34358427648,1794.783447265625,1756.761474609375,1837.68896484375,0.9766524594754951,1.0216432186189104,0.9559623571874385
128,64,512,37748736,37748736,2.526416063308716,2.5235840678215027,2.6214159727096558,0.9637600783736958,1.0011222116684457,0.962679747927595
128,64,1024,75497472,75497472,4.465208053588867,4.4668800830841064,4.659991979598999,0.9582008023054809,0.9996256829231724,0.9585596075357387
128,64,2048,150994944,150994944,8.388304233551025,8.330992221832275,8.778640270233154,0.9555357065939141,1.0068793740520556,0.9490071315578592
128,64,4096,301989888,301989888,16.26325559616089,16.138256072998047,16.900383949279785,0.9623009539291533,1.0077455409430507,0.9549047004749134
128,64,8192,603979776,603979776,32.15067195892334,31.68273639678955,33.45177459716797,0.9611051236021786,1.0147694175235824,0.9471167607195289
128,64,16384,1207959552,1207959552,63.18080806732178,62.32601547241211,65.7705192565918,0.9606250457113357,1.0137148602943826,0.9476284538557225
128,64,32768,2415919104,2415919104,125.02908706665039,124.03884887695312,130.9660301208496,0.9546680688975541,1.0079832907082167,0.9471070380807574
128,64,65536,4831838208,4831838208,249.04537963867188,247.0619239807129,260.9536437988281,0.9543663618303929,1.0080281721521518,0.946765564887745
128,64,131072,9663676416,9663676416,500.3781967163086,492.80628204345703,518.723876953125,0.9646330522809649,1.01536489072634,0.950035855180019
128,64,262144,19327352832,19327352832,1002.8522338867188,983.5449981689453,1030.9295959472656,0.9727650053205155,1.0196302515428552,0.9540370186629659
128,64,524288,38654705664,38654705664,2008.9071350097656,1965.9752502441406,2059.07470703125,0.9756358660275054,1.0218374492559321,0.9547857800063315
128,64,932032,68716855296,68716855296,3583.4652099609375,3495.2285766601562,3658.8522338867188,0.9793959911177667,1.025244882091544,0.955280058672184
