seqlen_q,batch_size,seqlen_k,standard_ncu_duration_ns,localized_ncu_duration_ns,standard_l2_hit_rate_pct,localized_l2_hit_rate_pct,localized_minus_standard_l2_hit_rate_pp,standard_l2_count_hit_rate_pct,localized_l2_count_hit_rate_pct,standard_hbm_read_bytes,standard_hbm_write_bytes,localized_hbm_read_bytes,localized_hbm_write_bytes,standard_hbm_total_gb_s,localized_hbm_total_gb_s,localized_to_standard_hbm_bandwidth_ratio,standard_hbm_utilization_pct,localized_hbm_utilization_pct,localized_minus_standard_hbm_utilization_pp,localized_to_standard_hbm_total_bytes_ratio,standard_to_localized_ncu_duration_ratio,standard_replay_passes,localized_replay_passes
1,32,524288,3954880.0,3593888.0,37.19,47.08,9.89,37.205166728974824,47.0744860045433,19334850048.0,11782144.0,19333654528.0,8556032.0,4891.83798041913,5381.97366195051,1.1001945860621871,63.76,70.15,6.390000000000008,0.9997714521082471,1.1004460906962041,4,4
1,64,524288,7956320.0,7199648.0,37.2,47.05,9.849999999999994,37.201731210246756,47.05151949093857,38674421504.0,7729408.0,38666862080.0,5940224.0,4861.81437046272,5371.485148162801,1.104831393974339,63.37,70.01,6.640000000000008,0.9997583224360697,1.1050984714808278,4,4
1,2,1048576,464352.0,428032.0,37.27,47.26,9.989999999999995,37.368865394292584,47.261377925295896,2417234944.0,4162816.0,2416549120.0,3590912.0,5214.573771621529,5654.110047846891,1.0842899718127266,67.97,73.7,5.730000000000004,0.999480577697404,1.0848534688995215,4,4
1,4,1048576,915744.0,825088.0,37.2,47.17,9.969999999999999,37.25209798864226,47.16932582349464,4834943744.0,11385856.0,4832907520.0,4311552.0,5292.23189013523,5862.6704933292,1.1077879078309614,68.98,76.42,7.439999999999998,0.9981201179548332,1.1098743406763885,4,4
1,8,1048576,1899520.0,1692160.0,37.19,47.11,9.920000000000002,37.211461296444746,47.11145821569412,9669226240.0,13809152.0,9665651712.0,8833280.0,5097.62223719676,5717.24009077155,1.1215503669639368,66.44,74.52,8.079999999999998,0.9991169711093832,1.1225416036308624,4,4
1,16,1048576,3955040.0,3588352.0,37.2,47.08,9.879999999999995,37.20815313453294,47.08129934786231,19332921344.0,12179712.0,19330964480.0,8780544.0,4891.252947125689,5389.589712491979,1.1018832537906538,63.75,70.25,6.5,0.9997231323845507,1.1021884140686309,4,4
1,32,1048576,7940448.0,7189568.0,37.2,47.07,9.869999999999997,37.202508906927285,47.06514572148984,38668263936.0,12514816.0,38662588160.0,8752128.0,4871.359745948851,5378.8127865262595,1.1041707176316469,63.49,70.11,6.619999999999997,0.9997559908485681,1.104440211150378,4,4
1,64,1048576,15897600.0,14384320.0,37.18,47.05,9.869999999999997,37.18620058280215,47.054908163407354,77351213056.0,8448256.0,77326052096.0,4720384.0,4866.122012882441,5376.046450579521,1.1047907217178525,63.42,70.07,6.6499999999999915,0.9996265646525585,1.105203443749861,4,4
4,2,512,12448.0,15264.0,68.92,73.26,4.340000000000003,68.6332281464663,72.65604768011697,2436352.0,0.0,2455552.0,0.0,195.72236503855999,160.87211740042002,0.8219403917826459,2.56,2.1,-0.45999999999999996,1.0078806346537774,0.8155136268343816,4,4
4,4,512,12032.0,14752.0,72.18,73.03,0.8499999999999943,69.29201463853903,72.68988977744874,4795648.0,0.0,4813568.0,0.0,398.57446808510997,326.29934924078003,0.8186659592332527,5.21,4.26,-0.9500000000000002,1.0037367212939732,0.8156182212581344,4,4
4,8,512,14496.0,18240.0,68.39,71.96,3.569999999999993,68.16851362509318,72.24378134749274,9515264.0,0.0,9537024.0,0.0,656.40618101545,522.86315789474,0.7965542875996062,8.58,6.83,-1.75,1.0022868519465147,0.7947368421052632,4,4
4,16,512,18496.0,22400.0,63.04,68.11,5.07,63.039161347296734,67.87992060665019,18953472.0,0.0,18975744.0,0.0,1024.73356401384,847.1314285714301,0.8266845727715315,13.37,11.06,-2.3099999999999987,1.00117508813161,0.8257142857142857,4,4
4,32,512,28416.0,33184.0,63.07,67.9,4.830000000000005,63.2869789097225,68.12722153316723,37828608.0,33792.0,37960704.0,108288.0,1332.43243243243,1147.2092574734802,0.8609886922214776,17.38,14.97,-2.4099999999999984,1.0054563894523327,0.8563162970106075,4,4
